0.85,100,78.1026917,78.8778992,79.2508621,79.1363983,80.3170624,79.13698274
0.85,1000,83.2163773,81.5112152,83.627449,84.1507111,83.8366394,83.2684784
0.85,5000,84.7849274,83.1085739,84.1579285,84.3515472,83.3260803,83.94581146
0.85,10000,84.2482758,85.4650574,83.9452209,85.6545792,84.1516342,84.6929535
0.85,50000,84.9294739,86.4179459,85.4228363,85.0155106,84.9525452,85.34766238
0.85,100000,84.0423813,84.0259628,84.4523773,85.4394684,84.1411896,84.42027588
0.9,100,80.8315582,81.9034424,80.5131836,83.2913361,81.6082916,81.62956238
0.9,1000,82.6852646,84.0145493,84.9207306,83.462738,84.5211563,83.92088776
0.9,5000,83.7077713,84.306633,85.797493,84.0146713,82.0071564,83.966745
0.9,10000,83.5269852,85.3778305,84.47715,85.3870926,84.8850021,84.73081208
0.9,50000,85.1840897,85.7987671,83.8437729,85.2569809,83.5435791,84.72543794
0.9,100000,85.1547928,84.1611786,84.3564072,84.4575424,83.5680008,84.33958436
0.95,100,83.5312424,81.2278595,82.9347153,85.2180557,82.5691299,83.09620056
0.95,1000,85.180809,85.6975021,84.0194855,86.2806396,82.3768387,84.71105498
0.95,5000,84.6664429,86.4676666,84.7497635,85.3226013,84.2728043,85.09585572
0.95,10000,85.5265198,83.3909378,85.5107422,82.6739426,83.8379898,84.18802644
0.95,50000,85.5181808,85.4773407,84.0927963,83.8117676,84.2970047,84.63941802
0.95,100000,84.0807724,84.2457809,84.7080536,84.5391159,83.9319763,84.30113982
0.99,100,84.9446259,85.5402222,82.8327179,83.9332962,84.9690857,84.44398958
0.99,1000,84.2055054,83.6663818,83.8375549,86.2673874,85.1743088,84.63022766
0.99,5000,83.9790649,84.4640808,84.2426529,81.5751724,84.5089493,83.75398406
0.99,10000,84.3257751,84.3053589,84.9949188,83.2742844,84.7448349,84.32903442
0.99,50000,85.4494247,85.5233459,82.0361557,82.4659119,83.1181412,83.71859588
0.99,100000,84.7713318,85.6796341,84.5615997,86.7675781,84.9744415,85.35091704
